"gender","age","height","weight"
"M",17,165,66
"F",17,164,54
"M",17,165,54
"M",17,168,70
"M",17,167,55
"F",17,162,51
"F",17,153,57
"F",17,157,71
"M",17,164,54
"F",17,162,54
"F",17,160,53
"F",17,154,55
"F",17,158,57
"F",17,157,45
"M",17,169,57
"M",17,178,64
"F",17,159,51
"F",17,151,86
"F",17,159,49
"F",17,151,64
"M",17,177,66
"M",17,171,53
"F",17,156,52
"F",17,156,54
"M",17,164,51
"M",17,168,47
"F",17,164,45
"M",17,163,73
"M",17,172,67
"F",17,165,86
"F",17,155,60
"F",17,158,46
"M",17,175,74
"F",17,150,36
"F",17,150,45
"F",17,153,40
"F",17,151,51
"F",17,157,49
"M",17,174,51
"F",17,167,56
"F",17,159,52
"F",17,159,60
"M",17,168,63
"F",17,153,39
"M",17,171,71
"F",17,155,47
"M",17,177,62
"M",17,174,77
"M",17,182,84
"M",17,167,58
"F",17,151,53
"M",17,171,50
"M",17,179,68
"M",17,169,59
"M",17,170,70
"M",17,164,53
"M",17,163,56
"M",17,184,90
"F",17,158,57
"M",17,168,61
"F",17,160,65
"M",17,176,71
"M",17,165,51
"M",17,166,54
"M",17,170,61
"F",17,159,55
"M",17,172,54
"F",17,155,57
"F",17,152,44
"F",17,168,56
"F",17,151,51
"M",17,175,59
"M",17,162,57
"F",17,162,63
"F",17,144,44
"F",17,148,58
"M",17,172,78
"M",17,166,57
"F",17,154,76
"M",17,176,67
"F",17,162,48
"F",17,163,55
"M",17,173,68
"F",17,160,54
"F",17,154,57
"F",17,161,50
"F",17,155,54
"M",17,178,62
"F",17,160,52
"F",17,153,45
"M",17,169,56
"F",17,160,74
"F",17,154,54
"M",17,170,62
"M",17,170,70
"M",17,173,53
"F",17,154,52
"F",17,147,44
"M",17,171,63
"M",17,174,64
"F",17,164,48
"F",17,138,39
"M",17,176,69
"M",17,166,51
"F",17,160,46
"F",17,161,47
"M",17,174,61
"F",17,149,62
"F",17,153,44
"F",17,157,49
"F",17,153,53
"F",17,168,55
"M",17,173,67
"F",17,160,45
"F",17,160,66
"F",17,156,48
"M",17,170,63
"M",17,164,51
"M",17,168,52
"F",17,161,51
"M",17,169,51
"F",17,169,54
"M",17,170,70
"F",17,154,53
"F",17,159,43
"F",17,158,59
"F",17,154,45
"F",17,161,59
"F",17,161,60
"F",17,157,64
"M",17,169,55
"M",17,184,70
"F",17,154,57
"F",17,161,50
"M",17,175,56
"F",17,158,56
"M",17,168,75
"M",17,175,57
"F",17,154,49
"F",17,157,60
"M",17,173,59
"F",17,153,50
"M",17,173,63
"F",17,157,73
"F",17,155,41
"F",17,168,57
"F",17,163,58
"M",17,164,84
"M",17,168,52
"M",17,167,57
"M",17,177,69
"F",17,162,55
"F",17,153,51
"F",17,157,47
"M",17,172,55
"M",17,169,58
"M",17,173,66
"F",17,160,68
"M",17,178,73
"M",17,172,49
"F",17,154,47
"M",17,174,60
"F",17,155,54
"M",17,163,70
"F",17,152,49
"M",17,166,59
"F",17,151,50
"F",17,154,73
"F",17,153,58
"M",17,169,80
"M",17,183,80
"M",17,175,59
"M",17,169,58
"F",17,168,72
"F",17,153,52
"F",17,158,47
"F",17,165,51
"M",17,169,53
"F",17,157,48
"M",17,173,62
"F",17,154,57
"F",17,161,58
"M",17,173,56
"F",17,159,60
"M",17,159,54
"M",17,169,63
"F",17,152,44
"F",17,158,47
"M",17,165,63
"F",17,159,48
"F",17,157,43
"F",17,160,54
"M",17,176,71
"M",17,182,62
"M",17,158,59
"F",17,157,44
"F",17,155,45
"M",17,170,53
"M",17,169,97
"M",17,180,69
"F",17,150,51
"M",17,172,48
"F",17,154,53
"F",17,172,51
"F",17,161,53
"M",17,171,67
"F",17,168,62
"F",17,153,45
"F",17,161,51
"M",17,164,62
"F",17,152,44
"M",17,175,51
"M",17,169,62
"F",17,159,57
"F",17,155,49
"M",17,178,53
"M",17,184,81
"M",17,179,53
"F",17,161,50
"M",17,177,59
"M",17,170,66
"F",17,160,55
"M",17,163,57
"M",17,178,91
"F",17,161,58
"M",17,170,59
"M",17,175,67
"M",17,175,88
"M",17,168,56
"F",17,153,41
"M",17,179,65
"M",17,177,62
"M",17,159,56
"M",17,177,68
"F",17,155,47
"F",17,153,48
"F",17,150,41
"M",17,171,55
"M",17,184,73
"M",17,177,64
"M",17,168,56
"F",17,167,47
"M",17,181,79
"M",17,171,97
"F",17,153,56
"M",17,179,73
"M",17,180,95
"F",17,152,47
"M",17,172,46
"M",17,159,62
"M",17,165,61
"F",17,160,47
"F",17,164,61
"F",17,156,44
"F",17,159,65
"M",17,184,58
"M",17,178,83
"M",17,168,55
"F",17,164,53
"F",17,166,56
"M",17,176,56
"M",17,169,61
"M",17,187,95
"M",17,179,51
"F",17,153,69
"F",17,158,81
"F",17,155,53
"F",17,153,47
"M",17,164,56
"F",17,160,59
"M",17,168,60
"F",17,150,38
"F",17,159,56
"M",17,162,73
"F",17,152,52
"M",17,174,93
"M",17,169,81
"M",17,171,57
"M",17,172,80
"F",17,159,53
"F",17,156,47
"F",17,155,49
"F",17,156,45
"F",17,161,51
"M",17,172,71
"M",17,170,74
"F",17,150,48
"F",17,158,45
"M",17,179,56
"M",17,175,57
"M",17,167,50
"F",17,172,56
"M",17,168,62
"F",17,156,44
"F",17,166,55
"M",17,172,62
"M",17,166,65
"M",17,166,53
"M",17,168,83
"M",17,168,67
"F",17,151,46
"F",17,160,53
"F",17,149,54
"M",17,174,72
"M",17,176,52
"F",17,151,51
"F",17,159,58
"F",17,166,64
"M",17,165,53
"M",17,180,70
"F",17,164,60
"M",17,164,51
"M",17,158,52
"F",17,162,60
"M",17,167,50
"F",17,151,41
"M",17,174,57
"F",17,155,38
"F",17,154,49
"F",17,165,55
"F",17,157,49
"M",17,164,54
"F",17,155,43
"M",17,177,64
"F",17,159,58
"M",17,170,60
"F",17,172,68
"M",17,166,70
"M",17,185,82
"M",17,173,57
"F",17,158,52
"M",17,164,54
"F",17,158,52
"M",17,160,47
"M",17,169,54
"F",17,153,55
"F",17,169,64
"M",17,173,56
"F",17,164,56
"M",17,182,77
"F",17,153,48
"F",17,165,54
"F",17,154,53
"M",17,168,59
"F",17,159,52
"F",17,165,82
"M",17,163,58
"M",17,177,67
"M",17,174,68
"F",17,155,55
"M",17,175,65
"F",17,154,53
"M",17,169,57
"F",17,153,46
"F",17,167,62
"M",17,169,63
"M",17,164,48
"F",17,169,63
"F",17,164,60
"F",17,156,57
"F",17,163,53
"F",17,157,48
"F",17,160,52
"M",17,166,56
"M",17,165,56
"M",17,171,66
"F",17,161,58
"F",17,154,49
"M",17,166,57
"F",17,158,53
"F",17,152,45
"M",17,158,67
"F",17,155,48
"F",17,163,60
"M",17,166,50
"M",17,164,61
"F",17,158,53
"M",17,172,76
"M",17,171,59
"F",17,152,45
"M",17,169,65
"F",17,156,52
"F",17,153,55
"F",17,153,48
"M",17,183,60
"M",17,166,73
"M",17,170,50
"F",17,159,56
"M",17,166,66
"M",17,181,68
"F",17,159,50
"M",17,180,84
"F",17,147,52
"F",17,164,73
"F",17,158,47
"M",17,169,60
"F",17,157,50
"M",17,169,54
"M",17,167,44
"F",17,157,43
"F",17,153,49
"F",17,144,43
"F",17,157,53
"F",17,153,59
"F",17,161,51
"F",17,157,54
"M",17,179,84
"F",17,148,46
"F",17,147,59
"M",17,181,77
"F",17,169,59
"M",17,183,68
"F",17,165,55
"M",17,170,69
"M",17,170,69
"M",17,168,58
"F",17,166,50
"F",17,148,45
"M",17,175,73
"F",17,162,53
"F",17,162,57
"M",17,168,53
"M",17,174,62
"M",17,171,53
"M",17,180,55
"F",17,152,47
"F",17,160,48
"F",17,153,42
"M",17,175,63
"F",17,150,47
"M",17,168,71
"M",17,183,84
"F",17,152,41
"F",17,159,52
"F",17,157,51
"F",17,158,60
"M",17,169,53
"F",17,158,61
"M",17,180,62
"M",17,165,52
"F",17,162,53
"F",17,162,58
"F",17,158,47
"F",17,164,63
"F",17,163,55
"F",17,161,67
"M",17,181,63
"F",17,145,48
"M",17,170,62
"F",17,158,60
"F",17,151,48
"F",17,148,35
"M",17,186,62
"F",17,157,53
"M",17,172,74
"M",17,178,63
"M",17,167,53
"F",17,161,56
"F",17,153,40
"M",17,164,52
"M",17,170,65
"M",17,182,86
"F",17,154,38
"F",17,158,58
"F",17,165,65
"M",17,172,54
"F",17,154,50
"M",17,157,43
"F",17,153,47
"F",17,165,56
"F",17,152,53
"M",17,174,64
"M",17,170,58
"M",17,171,61
"F",17,164,53
"F",17,156,58
"F",17,151,48
"F",17,160,79
"M",17,174,74
"M",17,172,62
"F",17,162,63
"M",17,172,69
"F",17,160,56
"M",17,160,55
"M",17,174,60
"M",17,179,76
"M",17,166,86
"M",17,173,59
"M",17,177,62
"F",17,156,59
"M",17,163,54
"F",17,164,46
"F",17,156,51
"F",17,166,46
"F",17,154,52
"M",17,175,60
"M",17,174,67
"F",17,165,56
"F",17,159,49
"M",17,172,75
"M",17,160,71
"F",17,162,58
"F",17,149,80
"M",17,169,55
"M",17,171,62
"M",17,162,64
"M",17,188,77
"F",17,159,65
"M",17,180,86
"M",17,174,77
"M",17,181,69
"F",17,155,58
"M",17,170,65
"F",17,159,60
"F",17,158,54
"M",17,170,73
"M",17,159,45
"M",17,172,58
"M",17,161,44
"M",17,169,73
"M",17,166,52
"F",17,148,40
"F",17,154,42
"M",17,164,62
"M",17,165,58
"M",17,168,67
"M",17,171,60
"M",17,169,56
"M",17,176,76
"M",17,178,65
"F",17,165,76
"F",17,157,55
"M",17,164,62
"F",17,144,40
"F",17,162,75
"M",17,167,61
"M",17,170,69
"F",17,165,56
"M",17,169,72
"M",17,174,60
"F",17,160,48
"F",17,165,54
"F",17,162,50
"F",17,164,53
"M",17,170,71
"F",17,158,57
"F",17,152,49
"M",17,162,50
"F",17,160,56
"F",17,161,53
"M",17,174,60
"M",17,174,78
"F",17,163,56
"F",17,159,51
"F",17,164,77
"F",17,155,50
"M",17,166,67
"F",17,151,49
"M",17,170,55
"F",17,156,50
"F",17,158,58
"F",17,158,42
"F",17,156,50
"F",17,154,57
"M",17,164,66
"F",17,163,63
"F",17,151,46
"M",17,163,43
"F",17,152,53
"F",17,157,54
"M",17,164,70
"M",17,162,53
"F",17,156,53
"F",17,158,55
"F",17,158,56
"F",17,159,44
"M",17,170,52
"F",17,154,55
"F",17,171,56
"M",17,175,63
"M",17,180,67
"F",17,152,56
"F",17,161,43
"F",17,161,45
"M",17,174,72
"F",17,155,47
"F",17,160,51
"F",17,162,84
"F",17,161,50
"F",17,166,43
"M",17,176,56
"F",17,147,46
"M",17,176,71
"F",17,150,49
"F",17,155,61
"M",17,182,73
"M",17,161,53
"F",17,155,43
"F",17,154,47
"M",17,171,66
"M",17,169,50
"M",17,176,63
"M",17,164,47
"M",17,185,70
"F",17,165,51
"M",17,174,82
"M",17,175,70
"F",17,160,51
"F",17,148,47
"F",17,155,47
"M",17,181,60
"F",17,159,59
"F",17,166,52
"M",17,177,60
"F",17,162,62
"M",17,171,52
"F",17,159,55
"M",17,166,52
"F",17,153,43
"M",17,170,80
"F",17,161,65
"M",17,175,74
"F",17,158,40
"F",17,159,54
"F",17,162,59
"M",17,173,59
"F",17,162,73
"F",17,151,52
"F",17,154,57
"M",17,164,65
"M",17,171,60
"M",17,171,63
"F",17,160,47
"F",17,152,44
"F",17,156,53
"F",17,156,55
"M",17,175,80
"M",17,175,61
"M",17,169,69
"M",17,176,63
"M",17,173,51
"F",17,164,61
"M",17,168,53
"M",17,171,55
"F",17,154,55
"M",17,170,49
"F",17,161,84
"F",17,164,60
"M",17,170,98
"F",17,157,51
"F",17,158,57
"F",17,157,54
"F",17,158,56
"M",17,169,58
"F",17,157,66
"M",17,169,57
"F",17,161,52
"F",17,160,51
"F",17,152,61
"F",17,160,46
"F",17,142,50
"F",17,158,45
"M",17,164,80
"M",17,173,64
"F",17,160,57
"M",17,181,61
"M",17,168,63
"M",17,158,49
"M",17,163,76
"M",17,162,49
"F",17,160,57
"M",17,167,62
"F",17,158,55
"F",17,156,52
"M",17,166,53
"M",17,172,62
"F",17,153,46
"F",17,165,56
"F",17,165,71
"M",17,169,51
"M",17,166,64
"M",17,166,60
"M",17,174,59
"F",17,152,47
"M",17,175,59
"F",17,154,59
"F",17,149,39
"F",17,160,50
"M",17,181,72
"F",17,158,52
"F",17,160,45
"F",17,158,53
"F",17,159,50
"F",17,163,55
"F",17,156,50
"M",17,167,52
"M",17,179,79
"M",17,168,67
"F",17,161,47
"F",17,169,52
"F",17,157,45
"F",17,169,58
"F",17,156,49
"F",17,162,59
"M",17,163,53
"M",17,176,90
"M",17,171,64
"F",17,157,53
"F",17,149,44
"F",17,160,58
"F",17,156,57
"F",17,156,53
"F",17,156,53
"M",17,171,54
"F",17,145,42
"M",17,161,55
"F",17,154,50
"M",17,180,75
"M",17,172,69
"F",17,155,52
"M",17,159,55
"F",17,157,49
"M",17,160,58
"M",17,179,71
"M",17,165,53
"F",17,151,48
"M",17,176,69
"M",17,165,55
"M",17,170,52
"F",17,156,57
"M",17,161,62
"M",17,168,60
"F",17,168,61
"F",17,169,52
"F",17,162,56
"F",17,154,43
"M",17,176,78
"M",17,177,79
"F",17,142,36
"M",17,171,68
"M",17,174,63
"M",17,172,63
"M",17,166,67
"M",17,172,61
"M",17,162,48
"M",17,171,56
"M",17,162,51
"F",17,159,48
"F",17,159,48
"M",17,171,63
"F",17,163,51
"F",17,158,59
"M",17,162,73
"F",17,161,57
"M",17,175,66
"M",17,170,60
"F",17,160,46
"M",17,172,46
"F",17,155,52
"F",17,159,58
"F",17,164,56
"F",17,156,56
"F",17,152,43
"F",17,158,64
"F",17,152,55
"F",17,146,51
"M",17,175,54
"F",17,158,49
"M",17,168,52
"F",17,157,48
"F",17,166,67
"F",17,156,52
"F",17,162,57
"F",17,151,45
"M",17,168,54
"M",17,182,57
"M",17,166,56
"F",17,152,46
"M",17,180,48
"F",17,147,73
"F",17,168,49
"M",17,176,93
"M",17,172,47
"F",17,165,56
"F",17,157,53
"F",17,154,47
"F",17,170,62
"M",17,176,71
"F",17,160,53
"M",17,174,58
"F",17,158,54
"F",17,166,64
"M",17,182,52
"F",17,157,50
"M",17,188,81
"M",17,166,63
"M",17,178,69
"M",17,181,65
"M",17,173,61
"M",17,167,50
"M",17,168,53
"F",17,166,66
"M",17,167,64
"M",17,175,71
"M",17,160,48
"F",17,155,54
"F",17,166,77
"F",17,158,47
"M",17,168,52
"F",17,170,61
"M",17,173,63
"M",17,176,72
"F",17,161,59
"F",17,159,60
"M",17,172,53
"M",17,170,98
"M",17,174,84
"F",17,153,44
"F",17,166,48
"F",17,160,58
"F",17,159,51
"F",17,157,48
"M",17,168,64
"F",17,152,47
"F",17,161,76
"M",17,167,60
"M",17,181,69
"M",17,170,86
"F",17,160,62
"M",17,176,69
"M",17,165,51
"F",17,157,52
"M",17,179,62
"F",17,156,45
"F",17,152,46
"M",17,158,61
"M",17,169,67
"F",17,156,61
"M",17,180,86
"M",17,175,55
"F",17,151,43
"F",17,154,49
"M",17,168,64
"M",17,169,57
"M",17,171,67
"F",17,153,45
"F",17,155,52
"F",17,154,55
"M",17,171,60
"F",17,151,66
"F",17,150,48
"F",17,155,59
"M",17,171,53
"M",17,169,61
"M",17,170,61
"M",17,168,66
"F",17,153,47
"F",17,176,87
"M",17,171,64
"F",17,150,46
"M",17,154,58
"F",17,163,53
"M",17,164,55
"M",17,170,49
"F",17,157,50
"F",17,150,40
"M",17,161,57
"F",17,149,41
"F",17,157,48
"F",17,175,60
"M",17,176,61
"F",17,162,53
"M",17,177,68
"F",17,160,55
"F",17,156,61
"M",17,170,56
"F",17,156,40
"F",17,160,48
"F",17,155,47
"F",17,161,50
"M",17,163,46
"F",17,158,47
"M",17,175,58
"F",17,149,40
"F",17,152,36
"M",17,163,59
"M",17,167,62
"M",17,173,60
"M",17,171,74
"F",17,161,56
"F",17,158,47
"F",17,155,61
"F",17,149,65
"F",17,163,53
"F",17,154,52
"F",17,164,49
"M",17,170,97
"M",17,177,62
"F",17,158,45
"F",17,164,52
"M",17,175,67
"F",17,158,65
"M",17,166,60
"M",17,168,56
"M",17,167,64
"F",17,149,49
"M",17,169,55
"M",17,173,65
"F",17,160,52
"F",17,155,40
"F",17,152,51
"M",17,163,55
"F",17,157,60
"M",17,180,73
"M",17,172,74
"M",17,173,55
"F",17,150,46
"M",17,172,73
"F",17,159,62
"F",17,153,51
"M",17,175,66
"F",17,156,48
"M",17,177,71
"M",17,169,61
"F",17,163,70
"F",17,161,56
"F",17,153,51
"M",17,171,62
"F",17,163,51
"F",17,165,55
"M",17,176,92
"F",17,160,53
"F",17,146,56
"M",17,177,60
"M",17,168,58
"F",17,154,54
"M",17,175,62
"M",17,174,66
"F",17,154,50
"M",17,175,67
"M",17,168,56
"M",17,164,58
"M",17,168,56
"M",17,172,66
"F",17,158,40
"M",17,172,54
"F",17,164,64
"F",17,156,46
"M",17,171,66
"M",17,162,51
"F",17,156,48
"F",17,153,47
"F",17,158,57
"M",17,178,60
"F",17,160,53
"M",17,163,60
"M",17,173,75
"M",17,171,57
"M",17,178,62
"F",17,148,44
"F",17,154,54
"F",17,165,76
"F",17,168,60
"F",17,148,44
"M",17,174,55
"M",17,171,53
"M",17,175,73
"F",17,155,41
"M",17,170,64
"F",17,163,65
"M",17,160,65
"M",17,176,55
"F",17,159,51
"F",17,153,49
"M",17,166,58
"M",17,165,60
"M",17,164,53
"F",17,152,46
"F",17,165,55
"F",17,157,54
"F",17,170,59
"F",17,160,54
"M",17,165,59
"F",17,156,39
"F",17,152,56
"F",17,157,60
"M",17,182,52
"F",17,153,48
"F",17,160,48
"F",17,161,50
"M",17,174,58
"F",17,169,84
"M",17,170,70
"M",17,169,62
"M",17,169,63
"F",17,154,49
"M",17,170,54
"F",17,158,55
"M",17,170,61
"M",17,175,62
"M",17,174,60
"F",17,155,48
"M",17,171,89
"M",17,168,48
"M",17,171,62
"M",17,166,84
"F",17,156,51
"M",17,166,63
"M",17,174,74
"M",17,175,64
"F",17,153,51
"M",17,176,65
"M",17,182,75
"M",17,177,98
"M",17,166,47
"F",17,151,47
"M",17,170,85
"F",17,160,53
"F",17,153,41
"M",17,171,67
"M",17,172,54
"F",17,170,56
"M",17,170,56
"F",17,153,41
"M",17,168,59
"F",17,161,55
"F",17,145,48
"F",17,165,58
"F",17,153,41
"M",17,172,62
"F",17,155,44
"M",17,173,88
"F",17,154,50
"F",17,163,42
"F",17,153,53
"M",17,174,64
"F",17,153,59
"F",17,163,54
"M",17,168,70
"F",17,152,46
"M",17,168,64
"F",17,161,53
"M",17,170,46
"M",17,176,70
"F",17,147,44
"M",17,183,69
"F",17,155,53
"M",17,157,55
"F",17,162,45
"F",17,160,49
"M",17,173,82
"M",17,164,60
"M",17,172,66
"M",17,170,85
"M",17,168,61
"M",17,175,61
"F",17,170,52
"M",17,166,76
"F",17,154,49
"M",17,170,65
"F",17,156,47
"M",17,177,69
"M",17,174,56
"F",17,147,51
"M",17,179,53
"F",17,164,60
"F",17,162,54
"F",17,165,43
"M",17,171,61
"M",17,171,67
"M",17,167,66
"F",17,166,54
"F",17,161,60
"M",17,169,53
"M",17,167,81
"F",17,157,48
"F",17,155,55
"F",17,162,55
"M",17,167,60
"F",17,170,60
"F",17,157,64
"F",17,163,57
"M",17,168,53
"F",17,164,57
"M",17,174,64
"F",17,159,47
"M",17,179,56
"F",17,156,46
"M",17,174,53
"F",17,164,44
"F",17,149,49
"M",17,175,66
"M",17,177,60
"M",17,159,68
"M",17,160,57
"F",17,151,40
"M",17,187,78
"M",17,167,52
"M",17,174,74
"F",17,161,47
"F",17,158,48
"F",17,149,44
"F",17,149,38
"F",17,165,57
"M",17,170,47
"F",17,157,58
"F",17,162,49
"M",17,178,57
"F",17,162,54
"F",17,158,47
"F",17,165,56
"F",17,163,52
"M",17,168,51
"F",17,150,45
"M",17,175,80
"F",17,168,58
"F",17,151,43
"F",17,162,45
"F",17,157,46
"F",17,159,69
"M",17,177,92
"M",17,172,59
"F",17,154,49
"M",17,176,81
"M",17,178,49
"M",17,165,51
"M",17,176,68
"M",17,183,69
"F",17,149,48
"F",17,162,62
"F",17,153,45
"F",17,160,52
"F",17,150,43
"F",17,155,51
"F",17,161,53
"F",17,156,59
"M",17,169,57
"M",17,167,53
"F",17,157,43
"F",17,149,44
"F",17,156,63
"M",17,173,68
"M",17,172,54
"F",17,148,49
"F",17,162,52
"M",17,173,74
"M",17,169,55
"M",17,177,60
"F",17,152,38
"M",17,176,60
"M",17,173,78
"M",17,173,72
"F",17,161,65
"F",17,156,58
"M",17,164,60
"M",17,160,52
"F",17,167,46
"F",17,166,63
"F",17,160,50
"F",17,165,83
"M",17,172,87
"F",17,152,41
"F",17,148,49
"F",17,160,79
"F",17,154,45
"F",17,157,45
"F",17,165,55
"F",17,171,72
"F",17,158,49
"F",17,165,50
"F",17,160,50
"M",17,172,55
"M",17,169,53
"F",17,155,56
"F",17,164,55
"F",17,153,45
"F",17,158,59
"M",17,174,69
"F",17,161,54
"M",17,169,97
"M",17,187,74
"F",17,160,58
"M",17,170,53
"M",17,176,65
"M",17,178,94
"M",17,172,52
"M",17,172,53
"F",17,167,68
"F",17,170,55
"M",17,161,48
"M",17,164,46
"M",17,172,61
"M",17,171,80
"M",17,177,59
"F",17,156,55
"M",17,161,54
"F",17,151,39
"M",17,168,51
"F",17,155,53
"M",17,169,65
"F",17,167,67
"M",17,174,55
"M",17,169,60
"F",17,161,77
"F",17,149,45
"F",17,156,44
"F",17,158,48
"F",17,160,47
"M",17,168,58
"F",17,160,60
"M",17,171,62
"F",17,162,57
"F",17,151,63
"M",17,157,45
"F",17,161,69
"M",17,172,57
"F",17,162,57
"F",17,165,52
"F",17,163,55
"F",17,163,59
"F",17,166,47
"M",17,176,53
"F",17,164,54
"M",17,182,82
"F",17,154,70
"M",17,169,58
"F",17,155,54
"M",17,172,60
"M",17,174,64
"F",17,154,48
"F",17,158,53
"M",17,170,85
"M",17,175,78
"M",17,182,79
"F",17,154,56
"F",17,155,49
"F",17,151,42
"M",17,163,56
"F",17,157,46
"F",17,167,53
"F",17,152,45
"M",17,168,65
"M",17,188,72
"M",17,163,57
"F",17,164,69
"F",17,159,48
"M",17,170,63
"M",17,168,60
"M",17,168,69
"M",17,170,64
"F",17,150,48
"F",17,159,46
"F",17,160,56
"M",17,170,63
"M",17,168,60
"M",17,170,63
"F",17,160,49
"F",17,163,58
"M",17,188,63
"F",17,168,47
"F",17,160,51
"M",17,164,55
"M",17,157,67
"F",17,170,63
"M",17,173,72
"M",17,167,47
"M",17,178,61
"F",17,158,48
"M",17,177,68
"M",17,167,71
"F",17,158,56
"M",17,173,58
"M",17,171,55
"F",17,168,68
"F",17,146,58
"F",17,154,48
"M",17,169,80
"M",17,183,82
"F",17,155,52
"M",17,176,54
"F",17,159,46
"F",17,154,56
"M",17,171,75
"F",17,152,59
"M",17,169,56
"F",17,165,54
"M",17,165,53
"M",17,175,59
"M",17,172,92
"F",17,160,52
"F",17,162,49
"F",17,160,83
"F",17,151,42
"M",17,168,72
"F",17,157,51
"M",17,165,76
"M",17,170,67
"M",17,175,67
"F",17,154,42
"M",17,163,51
"M",17,172,53
"F",17,157,44
"F",17,154,49
"M",17,165,43
"M",17,176,62
"M",17,179,68
"F",17,155,46
"F",17,158,57
"F",17,153,62
"M",17,162,50
"M",17,172,70
"F",17,158,55
"F",17,151,47
"M",17,178,61
"F",17,166,61
"F",17,148,43
"F",17,156,82
"F",17,160,53
"F",17,148,50
"M",17,171,59
"M",17,164,68
"F",17,158,47
"M",17,165,62
"M",17,157,46
"F",17,168,60
"M",17,163,61
"M",17,162,59
"M",17,168,56
"M",17,171,60
"M",17,165,55
"M",17,170,76
"M",17,172,64
"M",17,173,64
"F",17,160,53
"M",17,180,62
"M",17,163,42
"M",17,178,72
"F",17,159,51
"F",17,164,57
"M",17,162,48
"M",17,172,63
"M",17,178,61
"F",17,155,52
"M",17,173,65
"M",17,181,67
"M",17,172,63
"M",17,175,56
"F",17,159,61
"F",17,162,61
"F",17,165,59
"M",17,164,73
"M",17,175,45
"M",17,172,58
"M",17,162,64
"F",17,149,55
"F",17,158,51
"F",17,163,66
"M",17,164,54
"F",17,164,53
"F",17,154,54
"M",17,172,59
"M",17,171,71
"F",17,168,56
"M",17,170,55
"F",17,160,53
"F",17,159,64
"F",17,159,57
"M",17,171,54
"F",17,155,53
"M",17,166,59
"F",17,160,70
"F",17,153,48
"M",17,166,54
"M",17,169,58
"F",17,159,53
"M",17,163,84
"F",17,160,57
"M",17,171,51
"F",17,152,65
"M",17,185,65
"M",17,172,57
"M",17,172,56
"F",17,159,46
"F",17,149,43
"M",17,180,84
"M",17,177,66
"M",17,159,52
"F",17,160,73
"M",17,172,51
"M",17,175,61
"F",17,159,72
"M",17,168,84
"F",17,167,55
"M",17,171,91
"M",17,184,78
"F",17,159,56
"M",17,182,71
"M",17,169,69
"F",17,155,52
"F",17,167,51
"F",17,162,50
"M",17,167,60
"M",17,170,68
"F",17,155,60
"M",17,170,63
"F",17,158,50
"M",17,166,56
"F",17,158,61
"F",17,165,82
"M",17,162,58
"F",17,159,53
"F",17,162,52
"F",17,156,47
"F",17,163,57
"F",17,150,42
"M",17,173,58
"F",17,160,45
"M",17,166,50
"F",17,157,50
"M",17,172,53
"F",17,157,54
"F",17,153,57
"M",17,185,77
"M",17,182,59
"F",17,163,53
"F",17,155,56
"F",17,149,56
"F",17,160,52
"M",17,172,77
"F",17,167,49
"M",17,174,63
"M",17,168,70
"F",17,156,48
"M",17,168,50
"M",17,166,55
"F",17,152,48
"M",17,169,67
"F",17,158,50
"M",17,158,69
"M",17,165,56
"F",17,163,48
"F",17,158,61
"M",17,168,49
"F",17,166,54
"F",17,151,45
"M",17,172,66
"F",17,157,56
"F",17,167,61
"M",17,169,61
"F",17,157,52
"M",17,185,92
"F",17,155,44
"M",17,179,74
"M",17,175,67
"F",17,163,65
"F",17,154,50
"M",17,172,68
"F",17,172,52
"F",17,155,48
"F",17,154,47
"M",17,167,52
"M",17,165,69
"M",17,172,49
"M",17,173,68
"M",17,171,59
"F",17,150,47
"M",17,178,51
"M",17,174,63
"F",17,158,52
"F",17,166,53
"M",17,178,72
"F",17,155,48
"M",17,169,70
"M",17,172,57
"F",17,154,51
"M",17,179,73
"F",17,147,37
"M",17,174,90
"F",17,156,51
"M",17,165,58
"M",17,159,62
"M",17,176,63
"M",17,178,66
"M",17,172,72
"M",17,164,51
"F",17,162,89
"M",17,162,49
"M",17,170,68
"M",17,170,49
"F",17,158,55
"F",17,165,58
"M",17,176,74
"F",17,164,58
"M",17,171,60
"F",17,153,42
"F",17,161,55
"F",17,156,51
"M",17,164,54
"M",17,170,50
"M",17,173,55
"F",17,145,35
"M",17,179,86
"F",17,158,52
"M",17,176,67
"M",17,170,59
"M",17,165,63
"M",17,168,55
"M",17,170,56
"F",17,157,53
"F",17,154,43
"F",17,159,67
"F",17,166,57
"M",17,177,71
"M",17,173,52
"F",17,154,51
"M",17,178,58
"F",17,148,51
"F",17,161,64
"M",17,171,70
"M",17,166,55
"M",17,170,50
"M",17,165,55
"M",17,174,65
"M",17,172,68
"F",17,158,49
"M",17,166,66
"M",17,170,64
"M",17,166,50
"M",17,172,66
"M",17,173,59
"F",17,153,44
"M",17,175,62
"M",17,160,49
"F",17,155,48
"F",17,150,43
"M",17,172,56
"M",17,168,79
"M",17,188,63
"F",17,158,45
"M",17,179,71
"F",17,156,56
"F",17,158,54
"F",17,163,56
"M",17,179,59
"F",17,159,45
"M",17,184,65
"F",17,170,57
"M",17,171,58
"F",17,159,63
"F",17,156,52
"F",17,159,48
"F",17,163,64
"F",17,164,59
"M",17,169,66
